files/117/support/gov.uscourts.cand.196504.35.0.txt,support,grant
files/117/support/gov.uscourts.cand.196504.12.0.txt,support,grant
files/117/opposition/gov.uscourts.cand.196504.33.0.txt,opposition,grant
files/126/support/gov.uscourts.txed.104068.120.0.txt,support,deny
files/126/opposition/gov.uscourts.txed.104068.165.0.txt,opposition,deny
files/1018/support/gov.uscourts.akd.336.75.0.txt,support,deny
files/1018/opposition/gov.uscourts.akd.336.76.0.txt,opposition,deny
files/661/support/gov.uscourts.akd.388.36.0.txt,support,deny
files/661/opposition/gov.uscourts.akd.388.84.0.txt,opposition,deny
files/661/opposition/gov.uscourts.akd.388.83.0.txt,opposition,deny
files/603/support/gov.uscourts.mied.317381.31.0.txt,support,grant
files/603/opposition/gov.uscourts.mied.317381.36.0.txt,opposition,grant
files/140/support/gov.uscourts.mad.131942.126.0.txt,support,deny
files/140/support/gov.uscourts.mad.131942.134.0.txt,support,deny
files/140/opposition/gov.uscourts.mad.131942.137.0.txt,opposition,deny
files/868/support/gov.uscourts.wiwd.27453.57.0.txt,support,deny
files/868/opposition/gov.uscourts.wiwd.27453.62.0.txt,opposition,deny
files/810/support/gov.uscourts.txed.125363.490.0.txt,support,deny
files/810/opposition/gov.uscourts.txed.125363.502.0.txt,opposition,deny
files/323/support/gov.uscourts.gand.186045.18.0.txt,support,grant
files/323/opposition/gov.uscourts.gand.186045.25.0.txt,opposition,grant
files/388/support/gov.uscourts.mdd.256416.20.0.txt,support,grant
files/388/opposition/gov.uscourts.mdd.256416.21.0.txt,opposition,grant
files/384/support/gov.uscourts.dcd.144464.20.0.txt,support,grant
files/384/opposition/gov.uscourts.dcd.144464.21.0.txt,opposition,grant
files/1009/support/gov.uscourts.nvd.103527.73.0.txt,support,grant
files/1009/opposition/gov.uscourts.nvd.103527.75.0.txt,opposition,grant
files/670/support/gov.uscourts.cand.205856.367.0.txt,support,grant
files/670/opposition/gov.uscourts.cand.205856.392.0.txt,opposition,grant
files/985/support/gov.uscourts.nysd.486762.7.0.txt,support,grant
files/985/opposition/gov.uscourts.nysd.486762.25.0.txt,opposition,grant
files/791/support/gov.uscourts.mad.150700.47.0.txt,support,deny
files/791/opposition/gov.uscourts.mad.150700.55.0.txt,opposition,deny
files/349/support/gov.uscourts.txsd.691059.19.0.txt,support,grant
files/349/opposition/gov.uscourts.txsd.691059.23.0.txt,opposition,grant
files/383/support/gov.uscourts.cand.202291.20.0.txt,support,grant
files/383/opposition/gov.uscourts.cand.202291.31.0.txt,opposition,grant
files/383/opposition/gov.uscourts.cand.202291.30.0.txt,opposition,grant
files/151/support/gov.uscourts.mied.319377.13.0.txt,support,deny
files/151/opposition/gov.uscourts.mied.319377.20.0.txt,opposition,deny
files/237/support/gov.uscourts.txwd.745575.15.0.txt,support,grant
files/237/opposition/gov.uscourts.txwd.745575.19.0.txt,opposition,grant
files/118/support/gov.uscourts.azd.384949.12.0.txt,support,deny
files/118/opposition/gov.uscourts.azd.384949.15.0.txt,opposition,deny
files/1142/support/gov.uscourts.txed.117733.90.0.txt,support,deny
files/1142/opposition/gov.uscourts.txed.117733.95.0.txt,opposition,deny
files/1159/support/gov.uscourts.cand.202105.95.0.txt,support,grant
files/1159/support/gov.uscourts.cand.202105.94.0.txt,support,grant
files/1159/opposition/gov.uscourts.cand.202105.100.0.txt,opposition,grant
files/636/support/gov.uscourts.med.49305.34.0.txt,support,deny
files/636/opposition/gov.uscourts.med.49305.40.0.txt,opposition,deny
files/377/support/gov.uscourts.nyed.353929.20.0.txt,support,deny
files/377/opposition/gov.uscourts.nyed.353929.21.0.txt,opposition,deny
files/850/support/gov.uscourts.txsd.800617.53.0.txt,support,deny
files/850/opposition/gov.uscourts.txsd.800617.57.0.txt,opposition,deny
files/853/support/gov.uscourts.ded.8183.54.0.txt,support,deny
files/853/support/gov.uscourts.ded.8183.53.0.txt,support,deny
files/853/opposition/gov.uscourts.ded.8183.58.0.txt,opposition,deny
files/427/support/gov.uscourts.flsd.461950.22.0.txt,support,deny
files/427/opposition/gov.uscourts.flsd.461950.27.0.txt,opposition,deny
files/416/support/gov.uscourts.insd.41796.216.0.txt,support,grant
files/416/opposition/gov.uscourts.insd.41796.220.0.txt,opposition,grant
files/260/support/gov.uscourts.mad.97962.16.0.txt,support,grant
files/260/opposition/gov.uscourts.mad.97962.17.0.txt,opposition,grant
files/109/support/gov.uscourts.wied.45575.1186.0.txt,support,deny
files/109/support/gov.uscourts.wied.45575.1185.0.txt,support,deny
files/109/opposition/gov.uscourts.wied.45575.1215.0.txt,opposition,deny
files/109/opposition/gov.uscourts.wied.45575.1212.0.txt,opposition,deny
files/214/support/gov.uscourts.cand.192753.140.0.txt,support,deny
files/214/opposition/gov.uscourts.cand.192753.145.0.txt,opposition,deny
files/940/support/gov.uscourts.mad.123555.63.0.txt,support,grant
files/940/support/gov.uscourts.mad.123555.62.0.txt,support,grant
files/940/opposition/gov.uscourts.mad.123555.68.0.txt,opposition,grant
files/393/support/gov.uscourts.cand.197984.2000.0.txt,support,grant
files/393/opposition/gov.uscourts.cand.197984.2292.0.txt,opposition,grant
files/393/opposition/gov.uscourts.cand.197984.2195.0.txt,opposition,grant
files/1056/support/gov.uscourts.txsd.1452366.8.0.txt,support,deny
files/1056/opposition/gov.uscourts.txsd.1452366.14.0.txt,opposition,deny
files/171/support/gov.uscourts.mad.157279.13.0.txt,support,grant
files/171/opposition/gov.uscourts.mad.157279.14.0.txt,opposition,grant
files/107/support/gov.uscourts.nyed.361979.118.0.txt,support,grant
