brief,predict,score,truth
gov.uscourts.mad.136393.21.0.txt,deny,0.5013333333333333,deny
gov.uscourts.mied.281716.19.0.txt,deny,0.5246666666666666,deny
gov.uscourts.txed.117629.40.0.txt,deny,0.524,deny
gov.uscourts.insd.40651.107.0.txt,grant,0.5273333333333333,deny
gov.uscourts.mad.135459.27.0.txt,grant,0.5313333333333333,grant
gov.uscourts.txsd.800617.171.0.txt,grant,0.5433333333333333,deny
gov.uscourts.flsd.536917.60.0.txt,grant,0.5213333333333333,deny
gov.uscourts.hid.100339.17.0.txt,grant,0.5626666666666666,grant
gov.uscourts.wyd.32018.15.0.txt,grant,0.5073333333333333,grant
gov.uscourts.wyd.32018.18.0.txt,grant,0.5093333333333333,grant
gov.uscourts.pawd.70675.137.0.txt,grant,0.5013333333333333,deny
gov.uscourts.nysd.309795.18.0.txt,grant,0.572,grant
gov.uscourts.nysd.309795.17.0.txt,grant,0.5253333333333333,grant
gov.uscourts.tnwd.62687.46.0.txt,deny,0.5506666666666666,deny
gov.uscourts.akd.243.73.0.txt,grant,0.5413333333333333,grant
gov.uscourts.akd.243.75.0.txt,grant,0.5646666666666667,grant
gov.uscourts.akd.243.74.0.txt,grant,0.5766666666666667,grant
gov.uscourts.txwd.410570.96.0.txt,grant,0.5233333333333333,deny
gov.uscourts.rid.20478.61.0.txt,grant,0.518,grant
gov.uscourts.flnd.75114.102.0.txt,grant,0.5593333333333333,grant
gov.uscourts.utd.79026.13.0.txt,grant,0.5466666666666666,grant
gov.uscourts.wiwd.28364.278.0.txt,grant,0.506,grant
gov.uscourts.flmd.202663.51.0.txt,grant,0.578,deny
gov.uscourts.nysd.316772.22.0.txt,grant,0.538,deny
gov.uscourts.nysd.316772.20.0.txt,deny,0.5013333333333333,deny
gov.uscourts.mad.112193.112.0.txt,grant,0.5066666666666667,deny
gov.uscourts.nysd.341836.23.0.txt,grant,0.5893333333333334,deny
gov.uscourts.nysd.310004.21.0.txt,grant,0.5466666666666666,grant
gov.uscourts.vaed.301389.90.0.txt,grant,0.5366666666666666,deny
gov.uscourts.gand.163096.12.0.txt,deny,0.548,deny
gov.uscourts.cofc.16889.85.0.txt,grant,0.5246666666666666,deny
gov.uscourts.mad.131942.153.0.txt,grant,0.542,grant
gov.uscourts.cofc.27526.9.0.txt,grant,0.584,grant
gov.uscourts.ncwd.58301.126.0.txt,grant,0.5013333333333333,deny
gov.uscourts.wied.45575.1495.0.txt,grant,0.5833333333333334,deny
gov.uscourts.wied.45575.1493.0.txt,grant,0.552,deny
gov.uscourts.wied.45575.1494.0.txt,grant,0.5893333333333334,deny
gov.uscourts.wied.45575.1496.0.txt,grant,0.598,deny
gov.uscourts.ded.8821.37.0.txt,grant,0.552,deny
gov.uscourts.cand.205437.196.0.txt,grant,0.5193333333333333,grant
gov.uscourts.laed.104020.269.0.txt,grant,0.5813333333333334,grant
gov.uscourts.mdd.175508.48.0.txt,grant,0.5426666666666666,deny
gov.uscourts.flmd.262099.43.0.txt,grant,0.518,deny
gov.uscourts.flnd.60471.41.0.txt,grant,0.5166666666666667,deny
gov.uscourts.flnd.60471.40.0.txt,grant,0.5646666666666667,deny
gov.uscourts.txnd.181835.44.0.txt,grant,0.5833333333333334,grant
gov.uscourts.txwd.658375.33.0.txt,grant,0.5353333333333333,deny
gov.uscourts.caed.293467.12.0.txt,deny,0.5173333333333333,deny
gov.uscourts.mad.142856.314.0.txt,deny,0.5526666666666666,grant
gov.uscourts.dcd.125714.10.0.txt,grant,0.5453333333333333,deny
gov.uscourts.txnd.181835.26.0.txt,grant,0.578,grant
gov.uscourts.vaed.276422.83.0.txt,grant,0.5486666666666666,grant
gov.uscourts.mssd.71373.77.0.txt,grant,0.5146666666666667,deny
gov.uscourts.rid.20762.35.0.txt,grant,0.544,deny
gov.uscourts.rid.20762.33.0.txt,grant,0.542,deny
gov.uscourts.casd.256908.157.0.txt,grant,0.5586666666666666,deny
gov.uscourts.nyed.336185.208.0.txt,deny,0.504,grant
gov.uscourts.txsd.613668.99.0.txt,grant,0.5526666666666666,grant
gov.uscourts.arwd.28923.11.0.txt,grant,0.5473333333333333,deny
gov.uscourts.arwd.28923.10.0.txt,grant,0.522,deny
gov.uscourts.vaed.336338.80.0.txt,grant,0.502,grant
gov.uscourts.nvd.76125.56.0.txt,grant,0.5473333333333333,deny
gov.uscourts.nvd.76125.58.0.txt,grant,0.5133333333333333,deny
gov.uscourts.flmd.215470.115.0.txt,grant,0.5126666666666667,deny
gov.uscourts.txsd.370472.21.0.txt,grant,0.5473333333333333,grant
gov.uscourts.nysd.317435.43.0.txt,grant,0.566,deny
gov.uscourts.cofc.22966.94.0.txt,grant,0.524,grant
gov.uscourts.nvd.79045.10.0.txt,grant,0.5426666666666666,deny
gov.uscourts.flnd.49535.629.0.txt,grant,0.5286666666666666,deny
gov.uscourts.casd.499990.22.0.txt,deny,0.522,deny
gov.uscourts.cod.151798.51.0.txt,grant,0.5706666666666667,grant
gov.uscourts.cand.197206.37.0.txt,deny,0.5106666666666667,deny
gov.uscourts.cand.197984.2538.0.txt,grant,0.6066666666666667,grant
gov.uscourts.mnd.90143.102.0.txt,grant,0.544,deny
gov.uscourts.mnd.90143.101.0.txt,grant,0.5566666666666666,deny
gov.uscourts.mad.136008.63.0.txt,grant,0.5166666666666667,deny
gov.uscourts.txnd.236263.40.0.txt,grant,0.5313333333333333,deny
gov.uscourts.flsd.460539.10.0.txt,grant,0.546,grant
gov.uscourts.cofc.21320.47.0.txt,grant,0.5333333333333333,grant
gov.uscourts.vaed.271949.962.0.txt,deny,0.5113333333333333,grant
gov.uscourts.vaed.271949.961.0.txt,grant,0.5426666666666666,grant
gov.uscourts.cand.206145.29.0.txt,grant,0.5006666666666667,grant
gov.uscourts.cand.198618.31.0.txt,deny,0.504,grant
gov.uscourts.mad.126818.31.0.txt,grant,0.56,deny
gov.uscourts.uscfc.34389.223.0.txt,grant,0.536,deny
gov.uscourts.uscfc.34389.224.0.txt,grant,0.5593333333333333,deny
gov.uscourts.casd.258578.60.0.txt,grant,0.5213333333333333,grant
gov.uscourts.flsd.477203.24.0.txt,deny,0.5006666666666667,grant
gov.uscourts.flsd.477203.20.0.txt,grant,0.536,grant
gov.uscourts.flsd.477203.25.0.txt,grant,0.5206666666666667,grant
gov.uscourts.flsd.477203.22.0.txt,grant,0.56,grant
gov.uscourts.txwd.380367.278.0.txt,deny,0.5293333333333333,deny
gov.uscourts.vaed.266371.18.0.txt,grant,0.5273333333333333,grant
gov.uscourts.vaed.384803.11.0.txt,grant,0.5086666666666667,deny
gov.uscourts.utd.76691.20.0.txt,deny,0.52,deny
gov.uscourts.mad.135333.19.0.txt,grant,0.5786666666666667,grant
