brief,predict,score,truth
gov.uscourts.mad.136393.13.0.txt,deny,0.5406666666666666,deny
gov.uscourts.mied.281716.17.0.txt,deny,0.5306666666666666,deny
gov.uscourts.mied.281716.26.0.txt,grant,0.558,deny
gov.uscourts.txed.117629.37.0.txt,grant,0.506,deny
gov.uscourts.insd.40651.96.0.txt,grant,0.514,deny
gov.uscourts.mad.135459.25.0.txt,grant,0.56,grant
gov.uscourts.txsd.800617.162.0.txt,grant,0.5133333333333333,deny
gov.uscourts.flsd.536917.57.0.txt,grant,0.5606666666666666,deny
gov.uscourts.hid.100339.15.0.txt,grant,0.556,grant
gov.uscourts.wyd.32018.13.0.txt,grant,0.5393333333333333,grant
gov.uscourts.pawd.70675.136.0.txt,deny,0.504,deny
gov.uscourts.nysd.309795.11.0.txt,grant,0.5226666666666666,grant
gov.uscourts.nysd.309795.12.0.txt,deny,0.5113333333333333,grant
gov.uscourts.tnwd.62687.43.0.txt,deny,0.5026666666666667,deny
gov.uscourts.akd.243.72.0.txt,grant,0.5713333333333334,grant
gov.uscourts.txwd.410570.91.0.txt,grant,0.5426666666666666,deny
gov.uscourts.rid.20478.60.0.txt,grant,0.5146666666666667,grant
gov.uscourts.flnd.75114.99.0.txt,grant,0.5346666666666666,grant
gov.uscourts.utd.79026.9.0.txt,grant,0.5473333333333333,grant
gov.uscourts.wiwd.28364.262.0.txt,deny,0.5173333333333333,grant
gov.uscourts.flmd.202663.49.0.txt,deny,0.5113333333333333,deny
gov.uscourts.nysd.316772.29.0.txt,grant,0.6033333333333334,deny
gov.uscourts.mad.112193.104.0.txt,grant,0.5113333333333333,deny
gov.uscourts.nysd.341836.19.0.txt,grant,0.5246666666666666,deny
gov.uscourts.nysd.341836.21.0.txt,grant,0.55,deny
gov.uscourts.nysd.310004.19.0.txt,grant,0.534,grant
gov.uscourts.nysd.310004.18.0.txt,grant,0.57,grant
gov.uscourts.vaed.301389.83.0.txt,grant,0.5493333333333333,deny
gov.uscourts.vaed.301389.82.0.txt,grant,0.5653333333333334,deny
gov.uscourts.gand.163096.9.0.txt,grant,0.5386666666666666,deny
gov.uscourts.cofc.16889.80.0.txt,grant,0.5633333333333334,deny
gov.uscourts.mad.131942.142.0.txt,grant,0.538,grant
