brief,predict,score,truth
gov.uscourts.mad.136393.13.0.txt,deny,0.6124240399362377,deny
gov.uscourts.mied.281716.17.0.txt,deny,0.6020765145689275,deny
gov.uscourts.mied.281716.26.0.txt,grant,0.6864889838142948,deny
gov.uscourts.txed.117629.37.0.txt,deny,0.5110232236905873,deny
gov.uscourts.insd.40651.96.0.txt,grant,0.584969652986279,deny
gov.uscourts.mad.135459.25.0.txt,grant,0.5797066553969628,grant
gov.uscourts.txsd.800617.162.0.txt,deny,0.5504483787769077,deny
gov.uscourts.flsd.536917.57.0.txt,grant,0.5911188193715987,deny
gov.uscourts.hid.100339.15.0.txt,grant,0.6560564532560983,grant
gov.uscourts.wyd.32018.13.0.txt,grant,0.5232137256560286,grant
gov.uscourts.pawd.70675.136.0.txt,grant,0.5149393143690728,deny
gov.uscourts.nysd.309795.11.0.txt,deny,0.5041771730405291,grant
gov.uscourts.nysd.309795.12.0.txt,deny,0.5284645470473026,grant
gov.uscourts.tnwd.62687.43.0.txt,deny,0.5188471397174044,deny
gov.uscourts.akd.243.72.0.txt,grant,0.6150258679502393,grant
gov.uscourts.txwd.410570.91.0.txt,grant,0.5634975724731075,deny
gov.uscourts.rid.20478.60.0.txt,grant,0.5445698890597195,grant
gov.uscourts.flnd.75114.99.0.txt,grant,0.5600261006915203,grant
gov.uscourts.utd.79026.9.0.txt,grant,0.5167815380418328,grant
gov.uscourts.wiwd.28364.262.0.txt,deny,0.5704860138495567,grant
gov.uscourts.flmd.202663.49.0.txt,deny,0.6149975798851387,deny
gov.uscourts.nysd.316772.29.0.txt,grant,0.6177367951696277,deny
gov.uscourts.mad.112193.104.0.txt,deny,0.5794281009195515,deny
gov.uscourts.nysd.341836.19.0.txt,grant,0.5976793718810554,deny
gov.uscourts.nysd.341836.21.0.txt,grant,0.5806522364351302,deny
gov.uscourts.nysd.310004.19.0.txt,grant,0.6103579507376914,grant
gov.uscourts.nysd.310004.18.0.txt,grant,0.6150025657347442,grant
gov.uscourts.vaed.301389.83.0.txt,grant,0.5089515552627747,deny
gov.uscourts.vaed.301389.82.0.txt,grant,0.5605496052017628,deny
gov.uscourts.gand.163096.9.0.txt,grant,0.5819481225190215,deny
gov.uscourts.cofc.16889.80.0.txt,grant,0.5849929685429894,deny
gov.uscourts.mad.131942.142.0.txt,grant,0.5442833837950943,grant
gov.uscourts.mad.131942.141.0.txt,grant,0.5156348587205576,grant
gov.uscourts.cofc.27526.8.0.txt,grant,0.6119285715052496,grant
gov.uscourts.ncwd.58301.120.0.txt,grant,0.5082416872075509,deny
gov.uscourts.wied.45575.1490.0.txt,grant,0.6344577033045784,deny
gov.uscourts.wied.45575.1489.0.txt,grant,0.5776115183989031,deny
gov.uscourts.ded.8821.36.0.txt,grant,0.5444127612945537,deny
gov.uscourts.cand.205437.173.0.txt,grant,0.5093402657864528,grant
gov.uscourts.laed.104020.272.0.txt,grant,0.5298445485877961,grant
gov.uscourts.mdd.175508.46.0.txt,grant,0.5753165696907131,deny
gov.uscourts.flmd.262099.41.0.txt,grant,0.5256644978737616,deny
gov.uscourts.flnd.60471.35.0.txt,deny,0.5301117542996028,deny
gov.uscourts.txnd.181835.43.0.txt,grant,0.6840264873506051,grant
gov.uscourts.txwd.658375.20.0.txt,grant,0.5934723723757811,deny
gov.uscourts.caed.293467.9.0.txt,deny,0.5422987470217482,deny
gov.uscourts.mad.142856.311.0.txt,deny,0.5499996217238508,grant
gov.uscourts.dcd.125714.4.0.txt,grant,0.6222179477977573,deny
gov.uscourts.txnd.181835.21.0.txt,grant,0.6334326172979393,grant
gov.uscourts.txnd.181835.14.0.txt,grant,0.6789716874903754,grant
